0, 0, Header, 0, 1, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, 1, "major"
1, 0, Tempo, 666667
1, 0, Program_c, 0, 0
1, 0, Note_on_c, 0, 67, 64
1, 0, Note_on_c, 0, 71, 64
1, 0, Note_on_c, 0, 55, 64
1, 0, Note_on_c, 0, 62, 64
1, 0, Lyric_t, "G_maj_0 "
1, 120, Note_on_c, 0, 62, 0
1, 120, Note_on_c, 0, 67, 0
1, 120, Note_on_c, 0, 71, 0
1, 120, Note_on_c, 0, 55, 0
1, 120, Note_on_c, 0, 67, 64
1, 120, Note_on_c, 0, 71, 64
1, 120, Note_on_c, 0, 55, 64
1, 120, Note_on_c, 0, 62, 64
1, 300, Note_on_c, 0, 62, 0
1, 300, Note_on_c, 0, 67, 0
1, 300, Note_on_c, 0, 71, 0
1, 300, Note_on_c, 0, 55, 0
1, 300, Note_on_c, 0, 66, 64
1, 300, Note_on_c, 0, 69, 64
1, 300, Note_on_c, 0, 50, 64
1, 300, Note_on_c, 0, 62, 64
1, 300, Lyric_t, "D_maj_0 "
1, 360, Note_on_c, 0, 62, 0
1, 360, Note_on_c, 0, 66, 0
1, 360, Note_on_c, 0, 69, 0
1, 360, Note_on_c, 0, 50, 0
1, 360, Note_on_c, 0, 67, 64
1, 360, Note_on_c, 0, 72, 64
1, 360, Note_on_c, 0, 52, 64
1, 360, Note_on_c, 0, 60, 64
1, 360, Lyric_t, "C_maj_1 "
1, 480, Note_on_c, 0, 60, 0
1, 480, Note_on_c, 0, 67, 0
1, 480, Note_on_c, 0, 72, 0
1, 480, Note_on_c, 0, 52, 0
1, 480, Note_on_c, 0, 67, 64
1, 480, Note_on_c, 0, 71, 64
1, 480, Note_on_c, 0, 55, 64
1, 480, Note_on_c, 0, 62, 64
1, 480, Lyric_t, "G_maj_0 "
1, 720, Note_on_c, 0, 62, 0
1, 720, Note_on_c, 0, 67, 0
1, 720, Note_on_c, 0, 71, 0
1, 720, Note_on_c, 0, 55, 0
1, 720, Note_on_c, 0, 66, 64
1, 720, Note_on_c, 0, 69, 64
1, 720, Note_on_c, 0, 50, 64
1, 720, Note_on_c, 0, 62, 64
1, 720, Lyric_t, "D_maj_0 "
1, 840, Note_on_c, 0, 62, 0
1, 840, Note_on_c, 0, 66, 0
1, 840, Note_on_c, 0, 69, 0
1, 840, Note_on_c, 0, 50, 0
1, 840, Note_on_c, 0, 64, 64
1, 840, Note_on_c, 0, 67, 64
1, 840, Note_on_c, 0, 52, 64
1, 840, Note_on_c, 0, 59, 64
1, 840, Lyric_t, "E_min_0 "
1, 960, Note_on_c, 0, 59, 0
1, 960, Note_on_c, 0, 64, 0
1, 960, Note_on_c, 0, 67, 0
1, 960, Note_on_c, 0, 52, 0
1, 960, Note_on_c, 0, 64, 64
1, 960, Note_on_c, 0, 69, 64
1, 960, Note_on_c, 0, 48, 64
1, 960, Note_on_c, 0, 52, 64
1, 960, Lyric_t, "A_min_1 "
1, 1080, Note_on_c, 0, 52, 0
1, 1080, Note_on_c, 0, 64, 0
1, 1080, Note_on_c, 0, 69, 0
1, 1080, Note_on_c, 0, 48, 0
1, 1080, Note_on_c, 0, 63, 64
1, 1080, Note_on_c, 0, 71, 64
1, 1080, Note_on_c, 0, 47, 64
1, 1080, Note_on_c, 0, 54, 64
1, 1080, Lyric_t, "B_maj_0 "
1, 1440, Note_on_c, 0, 54, 0
1, 1440, Note_on_c, 0, 63, 0
1, 1440, Note_on_c, 0, 71, 0
1, 1440, Note_on_c, 0, 47, 0
1, 1440, Note_on_c, 0, 71, 64
1, 1440, Note_on_c, 0, 62, 64
1, 1440, Note_on_c, 0, 52, 64
1, 1440, Note_on_c, 0, 44, 64
1, 1440, Lyric_t, "E_dom7_1 "
1, 1560, Note_on_c, 0, 44, 0
1, 1560, Note_on_c, 0, 71, 0
1, 1560, Note_on_c, 0, 62, 0
